2023.06.12 17:51,"보스턴 컨설팅 그룹 ""기업 임직원 과반수 AI 긍정적으로 본다""",인공지능(AI)이 인간의 일자리를 빼앗을 것이라는 우려 속에서도 AI를 향해 우려보다 낙관론 호기심을 내비치는 사무직 근로자가 더 많은 것으로 나타났다.해외 IT 뉴스 플랫폼 이머징 테크 브루는 컨설팅 기업인 보스턴 컨설팅 그룹(Boston Consulting Group)이 사무직 근로자와 관리자 지도자 경영진 1만 2900명을 대상으로 중복 응답을 허용하며 AI에 대한 생각을 묻자 응답자 61%는 “AI에 호기심이 있다”라고 답변한 사실을 전했다. 또 52%는 “AI를 낙관적으로 본다”라고 답변했다.반면 AI를 향한,https://www.cwn.kr/news/articleView.html?idxno=17004,고다솔,"#인공지능,#AI,#생성형 AI"
2023.06.12 12:16,아시아 최대 규모 웹 3.0 X 메타버스 컨퍼런스 ‘2023 메타콘’ 프로그램 공개,아시아 최대 규모 웹 3.0 X 메타버스 컨퍼런스인 2023 메타콘(METACON 2023)이 오는 6월 29일(목) - 30일(금)에 코엑스 오디토리움에서 개최된다.서울메타위크의 메인 이벤트인 2023 메타콘은 웹 3 블록체인 인공지능(AI) 메타버스 등 다양한 산업의 흐름과 정보를 공유하는 아시아 최대 규모의 네트워킹 및 지식공유 페스티벌이다.올해로 3회째를 맞이하는 서울메타위크: 2023 메타콘은 ‘웹 3.0 X 메타버스: 초연결의 미래’라는 주제로 웹 3와 메타버스의 현황과 전망 다양한 인사이트를 나눈다. 이번 행사는,https://www.cwn.kr/news/articleView.html?idxno=17000,김지영,"#2023 메타콘,#서울메타위크,#메타버스,#웹 3,#블록체인,#인공지능,#AI,#가상 업무환경,#디지털 아트"
2023.06.12 10:27,구글 픽셀 8 카메라 스펙 업그레이드하나?...삼성 아이소셀 GN2 채택 전망 제기,안드로이드 어도리티 테크레이더 등 복수 외신은 구글의 차세대 플래그십 스마트폰 픽셀 8 시리즈의 카메라 스펙 업그레이드 전망을 제기했다. 픽셀 8 시리즈는 전작인 픽셀 7 시리즈에 탑재된 삼성 아이소셀 GN1(ISOCELL GN1)보다 더 큰 아이소셀 GN2(ISOCELL GN2) 센서를 적용하면서 향상될 것으로 예상된다.카메라 센서가 커진 만큼 약 35% 더 많은 빛을 포착할 수 있어 저조도 환경에서 더 나은 성능을 보장할 것으로 보인다. 또한 조명 조건에 관계없이 더 빠른 셔터 속도와 모션 블러를 줄일 수 있을 것으로 기대된,https://www.cwn.kr/news/articleView.html?idxno=16996,고다솔,"#구글,#픽셀 7,#픽셀 8,#픽셀 8 프로,#삼성,#아이소셀 GN2"
2023.06.09 16:22,"캔자스대학교 연구팀 ""챗GPT가 작성한 논문 99% 잡아낼 수 있어""...AI 콘텐츠 탐지 소프트웨어 공개",오픈AI의 인공지능(AI) 기반 챗봇 챗GPT가 인간이 작성한 듯한 자연스러운 대화와 스크립트 시 논문 등 다양한 글을 작성할 수 있는 능력을 선보이면서 생성형 AI 열풍을 불러일으켰다. 그러나 일각에서는 자연스럽고 거짓이 진실인 것처럼 보이는 글을 작성한다는 점과 표절 논란 등 챗GPT의 텍스트 생성 능력에 우려의 목소리를 냈다.이에 테크익스플로어 더레지스터 등 복수 외신은 챗GPT와 같은 AI 툴로 작성한 글을 찾아낼 소프트웨어가 공개된 사실을 보도했다.히더 디자이어(Heather Desaire) 캔자스대학교 교수가 이,https://www.cwn.kr/news/articleView.html?idxno=16992,고다솔,"#인공지능,#AI,#챗GPT,#AI 논문 작성"
2023.06.09 14:42,마인즈앤컴퍼니 AI 전문 인력 역량진단 테스트 ‘AI-bility Test’ 정식 출시,인공지능(AI) 전문기업 마인즈앤컴퍼니가 AI 전문인재 역량진단 테스트 ‘AI-bility Test(에이아이빌리티 테스트)’를 정식 출시했다고 9일 밝혔다. 마인즈앤컴퍼니는 AI-bility Test의 정식 출시를 기념해 초기 기업 고객을 대상으로 테스트 무료 사용 이벤트도 진행한다.이번에 정식 출시된 AI-bility Test는 AI 개발자 데이터 사이언티스트 등 AI 전문 인력의 역량을 확인할 수 있도록 마련된 AI 인력 역량 검증 코딩테스트다. 마인즈앤컴퍼니가 운영하는 데이터 사이언스 플랫폼 ‘AI커넥트(AI CONNECT),https://www.cwn.kr/news/articleView.html?idxno=16989,김지영,"#인공지능,#AI,#AI-bility Test,#AI 전문인재 역량진단"
2023.06.09 14:39,"中 연구팀 ""중국 양자컴퓨터 슈퍼컴퓨터 대비 AI 관련 작업 처리 속도 1억 8000만 배 높인다""",중국 과학팀의 양자컴퓨터 개발 연구가 또 다른 중대한 성과를 거두었다고 발표했다.홍콩 영문 일간지 사우스 차이나 모닝 포스트에 따르면 ‘중국 양자 컴퓨터의 아버지’라는 수식어로 유명한 중국과학기술대학교 물리학자 판지안웨이(Pan Jianwei) 박사는 자신이 이끄는 연구팀이 인공지능(AI)의 작업 속도를 세계 최고 성능을 구현하는 슈퍼컴퓨터보다 최대 1억 8000만 배 빠른 속도를 구현할 수 있다고 주장했다.판 박사는 “이번 연구는 기존의 잡음이 많은 중간 규모의 양자 컴퓨터를 사용하여 실제 문제를 테스트할 단계로 진행됐다”라고,https://www.cwn.kr/news/articleView.html?idxno=16987,박채원,"#양자컴퓨터,#중국 양자컴퓨터,#지우장,#AI,#인공지능,#슈퍼컴퓨터"
2023.06.08 14:20,Ai-Media BroadcastAsia에서 아시아 시장 대상으로 AI 기반 자동 캡셔닝 솔루션 출시,기술 기반 라이브 캡셔닝 트랜스크립션 번역 솔루션 분야 리더인 Ai-Media는 싱가포르에서 열리는 ‘BroadcastAsia’에 참가해 획기적인 ‘LEXI 3.0’ 자동 캡셔닝 솔루션을 아시아 시장에 공개할 예정이라고 발표했다.NAB Show 2023 행사를 통해 북미 시장에 론칭된 LEXI 3.0은 Ai-Media의 플래그십 자동 캡셔닝 솔루션의 강화판이다. AI로 구동되는 LEXI 3.0은 세계 최고 수준의 정확성과 처리 능력을 갖춘 자동 캡셔닝 솔루션이며 경쟁 관계에 있는 사람이 직접 처리하는 캡셔닝 제작 비용의 일부만,https://www.cwn.kr/news/articleView.html?idxno=16974,김지영,"#Ai-Media,#BroadcastAsia,#LEXI 3.0,#자동 캡셔닝 솔루션,#인공지능,#AI"
2023.06.08 14:19,안랩 자사 보안 솔루션 전용 SOAR 플랫폼 ‘안랩 SOAR Basic’ 출시,안랩(대표 강석균)은 자사의 다양한 보안 솔루션을 연계·연동해 통합적인 위협 분석과 자동화된 대응을 제공하는 안랩 솔루션 전용 SOAR(Security Orchestration Automation and Response 보안 오케스트레이션·자동화·대응) 플랫폼 ‘안랩 SOAR Basic(이하 SOAR 베이직)’을 출시했다.SOAR 플랫폼은 보안 운영 시 유입되는 다양한 보안 위협에 대해 대응 수준을 자동으로 분류하고 표준화된 업무 프로세스에 따라 사람과 기계가 유기적으로 협력할 수 있도록 지원하는 플랫폼을 뜻한다.이번에 출시한,https://www.cwn.kr/news/articleView.html?idxno=16972,김지영,"#안랩,#보안 솔루션,#안랩 SOAR Basic"
2023.06.08 14:18,세일스포스 마케터의 생성형 AI 사용 실태 조사 결과 공개...업무 시간 주당 5시간 단축 기대,미국 IT 전문 매체 지디넷은 생성형 인공지능(AI)의 마케팅 업무 사용 실태와 전망을 분석한 소프트웨어 기업 세일스포스(Salesforce)의 설문조사 결과에 주목했다.세일스포스는 미국 영국 호주 마케팅 직원 1000여 명을 대상으로 업무 현장에서의 생성형 AI 사용을 주제로 설문 조사를 진행했다. 조사에서 응답자 51%는 현재 마케팅 업무에 생성형 AI 툴을 사용한다고 답변했다.현재 마케팅 업무에 생성형 AI를 사용한다고 밝힌 응답자 57%는 마케팅 캠페인을 위한 그룹 또는 세그먼트 생성 55%는 마케팅 캠페인 및 여정,https://www.cwn.kr/news/articleView.html?idxno=16970,고다솔,"#인공지능,#AI,#생성형 AI,#마케팅"
2023.06.07 10:32,샤오미 클램셸 폴더블폰 제작 전망 제기,6일(현지 시각) 해외 IT 전문 매체 GSM아레나는 유명 팁스터 디지털 챗 스테이션(Digital Chat Station)의 웨이보 게시글을 인용 샤오미가 삼성 갤럭시 Z 플립 시리즈와 직접 경쟁을 펼칠 클램셸 형태의 폴더블폰을 준비할 가능성을 제기했다.샤오미가 준비하는 클램셸 형태의 폴더블폰 스펙은 구체적으로 확인된 바가 없다. 그러나 디지털 챗 스테이션은 해당 제품이 매우 얇고 가벼울 것이라고 주장했다. 또 그는 샤오미가 앞서 고급스러운 형태의 폴더블폰인 '믹스 폴드 2(Mix Fold 2)'를 출시했다는 점에서 클램셸,https://www.cwn.kr/news/articleView.html?idxno=16956,고다솔,"#샤오미,#폴더블폰,#클램셸 디자인"
